smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CN(C)c1ccc(C=O)cc1,4-(dimethylamino)-benzaldehyde,0.0,69.4,43.5,92.0,117.0
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CCc1ccc(cc1)N(=O)=O,4-ethylnitrobenzene,0.0,49.3,13.4,36.3,22.6
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
CNc1ccc(cc1)N(=O)=O,p-nitro-n-methylaniline,0.0,85.4,12.4,111.0,17.8
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
COc1ccc(cc1)N(=O)=O,p-nitroanisole,0.0,64.6,17.3,53.3,32.3
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(C)c1ccc(C(C)C)cc1,"1,4-bis(1-methylethyl)-benzene",0.0,27.9,1.833772,7.389358,1.320689
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
CC(=O)c1ccc(cc1)N(=O)=O,p-nitroacetophenone,0.0,74.3,23.8,68.5,46.4
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
ClC(=O)c1ccc(C(Cl)=O)cc1,terephthaloylchloride,0.0,46.5,-0.480836,25.5,-1.166169
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
CN(C)c1ccc(cc1)N(=O)=O,"n,n-dimethyl-4-nitrobenzeneamine",0.0,75.6,34.4,78.4,74.2
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=N(=O)c1ccc(cc1)N(=O)=O,"1,4-dinitrobenzene",0.0,71.1,3.478984,53.0,4.028503
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
O=C=Nc1ccc(cc1)N(=O)=O,1-isocyanato-4-nitrobenzene,0.0,60.3,7.831009,43.9,13.6
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
C=CC1CC=CCC1,4-vinylcyclohexene,0.0,24.6,5.62441,9.583332,5.002747
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
CCc1ccccc1,ethylbenzene,0.0,24.3,0.443754,7.058933,0.224876
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccccc1,styrene,0.0,30.3,-2.651255,10.2,-1.822904
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
C=Cc1ccncc1,4-vinylpyridine,0.0,48.9,26.7,73.4,104.0
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
ClCc1ccccc1,(chloromethyl)-benzene,0.0,40.2,-3.087381,17.4,-2.704899
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccccc1,benzonitrile,0.0,47.3,12.6,40.7,26.1
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
N#Cc1ccncc1,4-pyridinecarbonitrile,0.0,62.0,25.7,73.8,68.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
O=Cc1ccccc1,benzaldehyde,0.0,48.3,20.6,49.5,47.5
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
SCc1ccccc1,benzenemethanethiol,0.0,44.8,2.443547,24.8,5.393928
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
N#Cc1cccnc1,3-cyanopyridine,0.0,63.5,25.9,73.9,65.7
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNC1CCCCC1,n-methylcyclohexanamine,0.0,34.8,36.4,88.7,171.0
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
CNc1ccccc1,n-methylaniline,0.0,44.8,-3.623776,32.5,-12.1
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
ON=C1CCCCC1,cyclohexanoneoxime,0.0,57.6,13.0,94.1,15.9
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
N#CC1(CC2)CC2CC1,1-norbornylisocyanide,0.0,43.2,28.4,43.1,48.0
CC(C#N)(C#N)C#N,"1,1,1-ethanetricarbonitrile",0.0,70.5,-5.305871,57.7,-10.7
